pseudo,salary11,salary10,salary13,salary12,salary15,salary14,salary08,salary09,salary06,salary07,salary05
willima02,"$6,712,500","$7,500,000","$8,287,500","$7,500,000","$7,000,000","$7,500,000","$4,466,040","$5,636,143","$3,883,560","$4,174,800",
willima03,,"$855,189",,,,,"$1,180,200","$1,262,520",,"$1,097,880",
willima01,"$9,300,000","$8,860,000","$8,500,000","$8,500,000","$3,750,000","$2,652,000","$7,750,000","$8,353,000","$1,760,000","$1,920,000","$1,600,000"
liggide01,,,"$762,195","$473,604",,,,,,,
dinwisp01,,,,,"$700,000",,,,,,
moblecu01,,"$9,500,000",,,,,"$8,350,000","$9,100,000","$7,200,000","$8,125,000","$5,884,500"
brezepr01,,"$1,107,572",,,,,"$2,750,000",,"$2,750,000","$2,750,000","$1,554,326"
hornede01,,,,"$91,642",,,,,,,
gallola01,,,,,"$235,762",,,,,,
wallage01,"$10,500,000","$9,075,000","$9,682,435","$9,500,000","$10,105,855","$10,105,855","$9,500,000","$9,500,000","$5,000,000","$5,525,000","$1,652,453"
williju01,,,,,,,"$862,456",,,"$261,724",
butleja01,,,,,,,"$2,350,000","$2,552,000","$398,762","$2,200,000",
abdursh01,,"$6,600,000",,,,,"$5,800,000",,"$5,000,000","$5,400,000","$14,625,000"
willico02,,,,,,,,,"$6,000,000","$6,500,000","$5,500,000"
butleca01,"$10,561,960","$9,780,970","$8,000,000","$8,000,000","$4,500,000","$8,000,000","$8,218,990","$9,249,980","$2,461,617","$7,438,000","$1,930,680"
hamilze01,,,,,,,,,"$329,138",,"$807,546"
princta01,"$11,148,760","$10,324,380","$6,764,045","$6,292,135","$7,707,865","$7,235,955","$8,675,620","$9,500,000","$1,763,115","$7,851,240","$1,038,960"
dellama01,,,,,"$816,482",,,,,,
hobsoda01,"$103,078",,,"$245,884",,,,,,,
richach01,,"$43,319",,,,,"$427,163",,,,
davisan01,,,,,,,,,"$13,925,000",,"$12,925,000"
hansbbe01,,,"$473,604",,,,,,,,
amundlo01,"$2,225,000","$855,189","$1,069,509","$2,403,000","$409,167",,"$687,456","$797,581",,"$35,232",
turneev01,"$4,602,720",,"$5,293,080","$4,947,840","$3,278,000","$6,679,867",,,,,
adamsha01,,,,,,,,"$297,163",,"$412,718",
jacobca01,,,,,,,"$826,269",,,"$31,250","$1,082,160"
slayta01,,,,,,,,,,,"$695,046"
langfke01,,,,,,,"$272,316",,,,
greendo01,"$1,116,840","$1,044,000",,"$2,015,896",,,,"$971,160",,,
whittsh01,,,,,"$507,336",,,,,,
brownke01,,,,,,,,,,,"$2,332,388"
joneste01,,,"$1,485,000",,"$1,618,680","$1,551,840",,,,,
onealsh01,"$1,352,181","$20,000,000",,,,,"$20,000,000","$21,000,000","$20,000,000","$20,000,000","$27,696,430"
newblir01,,,,,,,"$3,441,900",,"$2,950,200","$3,196,050","$2,704,350"
edwarjo01,,,,,,,,,"$1,000,000","$1,080,000","$385,277"
brownde04,"$762,195","$457,588",,"$854,389",,,,,,,
nurkiju01,,,,,"$1,762,680",,,,,,
jennibr01,"$2,331,120","$2,168,520","$3,179,493","$2,493,720","$8,000,000","$7,655,503",,,,,
chrisdo01,,,,,,,,,"$1,575,000","$158,071","$7,550,000"
brownde03,,,,,,,,"$54,410",,"$412,718",
breweja01,,,,,,,,,,,"$720,046"
hunteli01,,"$1,306,455",,,,,"$2,250,000","$1,143,473","$1,760,000","$2,250,000","$1,600,000"
batumni01,"$1,196,760","$1,118,760","$10,850,000","$2,155,365","$11,765,500","$11,295,250",,"$1,040,640",,,
alabiso01,"$770,000",,,"$830,000",,,,,,,
alexajo01,"$90,465","$2,583,360",,,,,,"$2,403,120",,,
potapvi01,,,,,,,,,"$3,320,000","$3,674,584","$6,191,250"
clarkjo01,,,,,"$507,336",,,,,,
armstda01,,,,,,,"$1,219,590",,"$1,138,500","$1,178,348","$2,275,000"
greendr01,,,"$850,000",,"$915,243","$875,500",,,,,
youngsa01,"$886,000","$824,200","$723,716","$947,800",,,,,,,
blackta01,,,,,"$507,336",,,,,,
summeda01,"$762,195","$457,588",,"$303,137",,,,,,,
florelu01,,,,,,,,,,,"$385,277"
smithje01,,,,,,,,,,,
jordade01,"$854,389","$736,420","$10,532,977","$10,079,404","$11,440,124","$10,986,550",,"$550,000",,,
kaponja01,"$6,641,440","$6,212,960",,"$1,223,166",,,"$5,356,000","$5,784,480","$1,100,000","$1,188,000","$620,046"
harride01,"$8,981,000","$8,400,000","$8,500,000","$9,319,000","$3,878,000","$1,272,279","$3,995,003","$7,800,000","$2,947,440","$3,153,120","$2,741,880"
giricgo01,,,,,,,"$4,000,000",,"$4,000,000","$4,000,000","$4,000,000"
dawkian01,,,,,"$59,686",,,,,,
popema01,,,,,,,,,,,"$870,046"
kurzro01,,,,,,,,"$429,111",,,
francst01,,,,,,,"$2,430,000","$2,636,550","$13,700,000","$15,070,000","$12,330,000"
whalero01,,,,,,,,,"$398,762","$83,026",
currymi01,,,,,,,,,,,"$845,122"
holcora01,,,,,,,,,"$52,033",,
stoudda01,,,,,,,"$556,438","$2,325,000","$3,750,000","$4,050,000","$12,500,000"
sessira01,"$3,964,320","$3,670,667","$5,000,000","$4,257,973","$2,077,000","$5,000,000","$427,163","$722,517",,,
watsocj01,"$3,100,000","$1,000,497",,"$3,400,000","$2,106,720","$2,016,000","$125,479","$711,517",,,
doolike01,"$2,000,000","$3,564,000","$1,352,181","$2,246,400",,,"$3,596,000","$3,300,000","$3,100,000","$3,348,000","$745,046"
johnsam01,"$5,000,000","$3,666,666","$6,000,000","$5,500,000","$7,000,000","$6,500,000","$3,666,666","$3,666,667","$398,762","$664,209",
nocioan01,"$6,850,000","$7,500,000",,"$6,650,000",,,"$8,500,000","$8,000,000","$2,775,000","$3,950,000","$2,525,000"
fesenky01,"$1,087,500","$870,000",,,,,"$750,000","$810,000",,,
swiftro01,,,,,,,"$2,601,113","$3,579,131","$1,764,480","$1,887,600","$1,641,360"
gasolpa01,"$17,823,000","$16,452,000","$19,000,000","$18,714,150","$7,128,000","$19,285,850","$13,735,000","$15,106,000","$10,993,000","$12,364,000","$4,318,481"
senesa01,,,,,,,"$2,105,520","$2,252,400",,"$1,958,640",
banksma01,"$4,847,586","$4,553,793",,,,,"$3,966,207","$4,260,000","$1,724,280","$3,672,414","$1,611,840"
wardch01,,,,,,,,,"$1,870,000",,"$1,700,000"
jerregr01,,,,,"$816,481",,,,,,
cookom01,,,,,,,,,,,
mooremi01,,"$537,952",,,,,"$5,356,000","$5,632,200","$1,020,000","$1,071,225","$870,046"
willire02,"$762,195",,"$2,612,500","$2,500,000","$125,104","$947,907",,,,,
medvest01,,,,,,,,,"$3,000,000","$625,132","$3,000,000"
williaa01,,,,,,,"$1,890,000",,"$3,375,000","$1,750,000","$3,790,257"
millsel01,,,,,"$241,731",,,,,,
reedju01,,,,,,,"$1,436,500","$1,573,000","$641,748","$1,300,000","$385,277"
mcgratr01,"$1,352,181","$23,239,562",,"$1,352,181",,,"$19,014,187","$20,370,437","$15,694,250","$16,901,500","$14,487,000"
johnsiv01,,,"$962,195","$473,604","$25,000",,,,,,
rodrise01,,"$1,892,035",,,,,"$817,000","$1,048,800",,"$912,000",
brownti01,,,,,,,,,,,"$720,046"
elyme01,"$1,223,166",,,,,,"$895,341","$998,398","$2,401,027","$3,303,813","$1,742,400"
flynnjo01,"$3,192,000","$2,969,280",,"$3,414,720",,,,,,,
morrira01,,"$855,189",,,,,"$810,000","$797,581",,,
farmajo01,"$3,750,000","$1,947,240","$1,500,000","$4,000,000","$2,077,000","$1,106,941","$1,009,560","$1,080,000",,"$939,120",
martike01,"$16,545,454","$15,363,636","$437,470","$2,500,000","$414,551","$1,399,507","$13,250,000","$14,431,816","$10,636,364","$12,068,182","$9,454,546"
martike02,"$11,100,005","$10,180,170","$12,439,675","$11,519,840","$6,792,500","$6,500,000","$1,808,121","$8,760,335","$937,440","$1,002,840","$872,040"
zimmede01,,,,,,,,,,,
taylodo01,,,,,,,,,"$398,762","$664,209",
allento01,"$3,000,000","$2,500,000","$3,300,000","$3,150,000","$4,831,461","$4,494,382","$1,868,141","$2,500,000","$969,696","$1,037,280","$901,920"
yuesu01,,,,,,,,"$442,114",,,
greenja01,,,,,"$59,686",,,,,,
hendege02,"$2,103,840","$1,957,080","$3,101,327","$2,250,600","$6,000,000","$6,000,000",,,,,
huntebr01,,,,,,,,,,,"$620,046"
budinch01,"$780,871","$457,588","$885,120","$854,389","$5,000,000","$5,000,000",,,,,
thompmy02,,,,"$168,035",,,,,,,
garredi02,,,"$473,604",,"$915,243",,,,,,
evansma01,"$2,500,000","$2,500,000",,"$1,223,166",,,"$1,740,000","$2,500,000","$1,500,000","$1,620,000","$695,046"
thomaad01,,,,,,,,,,,
leoname01,,,"$2,126,520",,"$2,317,920","$2,222,160",,,,,
crowdja01,,,"$600,491",,"$915,243","$788,872",,,,,
fryech01,"$5,200,000","$2,000,000","$6,000,000","$5,600,000","$8,175,476","$6,400,000","$2,487,240","$3,163,769","$2,162,880","$2,325,000",
noguelu01,,,,,"$1,762,680",,,,,,
rogerro01,,,,,,,,,,,"$2,700,000"
macksh01,,,"$67,253","$473,604","$2,433,333","$884,293",,,,,
sowpa01,,,,,,,,,"$641,748","$744,551","$385,277"
kravtvi01,,,,,,"$1,500,000",,,,,
boothca01,,,,,,,"$1,103,225","$1,319,651","$900,498","$998,967","$5,900,700"
marbust01,,,,,,,"$19,012,500","$20,840,625","$16,453,125","$17,184,375","$14,625,000"
burksan01,,,,,,,,,"$641,748",,"$385,277"
bargnan01,"$8,500,000","$6,527,491","$10,000,000","$9,250,000","$11,500,000","$11,862,500","$4,838,880","$5,176,440",,"$4,501,200",
warrewi01,"$500,000",,,,,,,,,,
singlja01,,"$1,030,189",,,,,,"$826,269","$625,000","$675,000",
cartemi01,,,,,"$2,300,040","$2,200,920",,,,,
mcinnje01,,,,,,,"$1,219,590",,"$3,400,000","$3,600,000","$3,600,000"
tabusyu01,,,,,,,,,,,"$108,066"
okurme01,"$9,945,000","$9,000,000",,"$10,890,000",,,"$8,500,000","$8,500,000","$8,250,000","$8,250,000","$7,500,000"
lenarvo01,,,,,,,,,"$3,520,000",,"$3,250,000"
ellinwa01,"$1,078,800","$1,003,560","$2,083,042","$1,154,040","$923,780","$2,652,000",,,,,
rushbr01,"$2,069,049","$1,934,160","$4,000,000","$2,956,658","$1,145,685","$4,000,000",,"$1,799,160",,,
augmost01,,,,,,,,,"$1,138,500",,"$1,100,000"
johnsni01,,,,,"$507,336",,,,,,
canaais01,,,,,"$816,482",,,,,,
seungha01,,,,,,,,,"$641,748","$744,551",
finlemi01,,"$2,500,000",,,,,"$3,103,000","$2,500,000","$2,675,000","$2,889,000","$14,609,375"
mayse01,,"$884,881",,,,,"$1,862,160","$2,661,027","$1,619,280","$1,740,720",
grahast01,"$992,680","$884,881",,,,,"$770,610","$826,269","$48,630","$259,204",
pruitga01,,,,,,,"$650,000","$711,517",,,
templga01,"$71,736",,"$572,943",,"$981,084","$916,099",,,,,
goudean01,,,,"$473,604",,,,,,,
bledser01,"$1,485,000",,"$1,707,720","$1,596,360","$12,173,913","$2,626,473",,,,,
hodgeju01,,,,,,,,,"$1,148,760","$1,234,800",
ratlith01,"$1,352,181","$1,306,455",,,,,"$11,666,666","$1,262,275","$11,666,666","$11,666,666","$10,937,500"
anderan02,,,,,,,,,,,
willide02,,,"$4,947,840","$4,602,720","$6,331,404","$5,016,960",,,,,
vincima01,,,,,,,"$687,456",,,"$412,718",
wellsbo01,,,,,,,"$2,284,200",,"$8,000,000","$2,115,000","$7,700,000"
sampsja01,,,,,,,,,"$719,373","$771,331","$695,046"
sampsja02,,,,,"$507,336",,,,,,
brownlo01,,,,,"$283,367",,,,,,
copelch01,,,"$473,604",,"$3,135,000","$3,000,000",,,,,
haywobr01,"$6,900,000","$6,000,000","$2,050,000","$7,624,500","$2,213,688","$2,050,000","$5,000,000","$5,500,000","$4,000,000","$4,500,000","$1,735,305"
barnema02,"$1,765,000","$1,600,000","$1,229,255","$1,906,200","$3,396,250","$3,250,000","$3,000,000","$926,678","$131,593","$771,331","$695,046"
masonro01,"$1,400,000","$3,780,000","$1,223,116","$1,146,337",,,"$798,328","$3,500,000",,"$744,551","$203,428"
croshau01,,,,,,,"$1,219,590","$74,251","$7,900,000","$7,300,000","$8,260,000"
clavevi01,,,"$1,300,000",,"$1,370,000","$1,330,000",,,,,
lenal01,,,,,"$3,649,920","$3,492,720",,,,,
exumda01,,,,,"$3,615,000",,,,,,
brownja01,,,,,"$44,765",,,,,,
roberbr01,,,"$473,604",,"$2,732,000","$788,872",,,,,
anthojo01,"$3,300,000","$825,497","$3,750,000","$3,600,000","$3,800,000","$3,800,000","$427,163","$711,517",,,
smithjo03,"$11,600,000","$10,800,000","$13,200,000","$12,400,000","$2,077,000","$13,500,000","$2,243,543","$10,000,000","$1,365,360","$1,460,640","$1,270,080"
smithjo02,"$1,352,181","$1,306,455",,,,,"$5,200,000","$4,795,000","$6,353,200","$6,807,000","$5,899,400"
crabbal01,,,,,"$862,000",,,,,,
milescj01,"$3,700,000","$3,700,000","$2,225,000","$3,700,000","$4,205,000","$2,225,000","$770,610","$3,700,000","$398,762","$664,209",
basdeed01,,,,,,,,,"$398,762",,
harprma01,,"$6,500,000",,,,,"$6,000,000","$6,000,000","$5,020,000","$6,500,000","$4,690,000"
battito01,"$1,352,181","$6,292,000",,"$1,352,181",,,"$5,200,000","$5,746,000","$5,200,000","$5,746,000","$4,800,000"
obryajo01,,,,,"$600,000",,,,,,
willije01,,,,,,,"$7,639,400",,"$6,620,063","$7,014,400","$6,187,500"
augusdj01,"$2,540,400","$2,385,480","$3,500,000","$3,236,470","$3,000,000","$1,267,000",,"$2,208,960",,,
artesro01,"$6,322,320","$5,854,000","$7,258,960","$6,790,640",,"$1,590,000","$7,400,000","$7,400,000","$6,842,105","$7,526,316","$6,157,895"
giddejr01,,"$1,028,880",,,,,,"$957,120",,,
greende01,,,,,,,,,"$398,762",,
smithja02,"$2,187,913","$1,418,880","$2,500,000","$2,500,000","$3,278,000","$2,500,000","$1,233,840","$1,326,360",,,
jamesmi01,,"$6,466,600","$795,401","$277,566",,,"$5,632,200","$6,244,093","$3,410,000","$5,215,000","$3,100,000"
mbahalu01,"$854,389","$736,420","$4,795,192","$5,000,000","$4,382,576","$4,588,384",,"$757,000",,,
riverau01,,,"$2,238,360",,"$2,439,840","$2,339,040",,,,,
herrmwa01,,,,,,,"$1,944,000","$2,000,000",,"$1,800,000",
sloando01,,,"$44,835","$76,392","$948,163","$884,293",,,,,
lopezra01,,,,,,,,,"$1,744,313",,"$997,320"
murryto01,,,,,"$96,056",,,,,,
ennisja01,,,,,"$507,336",,,,,,
piatker01,,,,,,,"$1,219,590",,"$3,000,000","$1,178,348","$2,750,000"
priceaj01,"$762,195","$457,588","$885,120","$854,389","$62,552",,,,,,
harrial01,"$5,765,000","$10,026,875","$6,687,400","$6,226,200","$3,805,000","$1,399,507","$8,425,625","$9,226,250","$6,957,500","$7,625,000","$6,325,000"
moisoje01,,,,,,,,,,,"$1,760,000"
gomesry01,"$4,000,000","$3,867,500","$4,000,000","$4,000,000",,"$1,186,459","$770,610","$3,650,000","$428,762","$664,209",
willike02,,,,,,,,,,,"$1,300,000"
